STATION,NAME,DATE,MLY-CLDD-BASE45,MLY-CLDD-BASE50,MLY-CLDD-BASE55,MLY-CLDD-BASE57,MLY-CLDD-BASE60,MLY-CLDD-BASE70,MLY-CLDD-BASE72,MLY-CLDD-NORMAL,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-GRDD-BASE40,MLY-GRDD-BASE45,MLY-GRDD-BASE50,MLY-GRDD-BASE55,MLY-GRDD-BASE57,MLY-GRDD-BASE60,MLY-GRDD-BASE65,MLY-GRDD-BASE70,MLY-GRDD-BASE72,MLY-GRDD-TB4886,MLY-GRDD-TB5086,MLY-HTDD-BASE40,MLY-HTDD-BASE45,MLY-HTDD-BASE50,MLY-HTDD-BASE55,MLY-HTDD-BASE57,MLY-HTDD-BASE60,MLY-HTDD-NORMAL,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL,MLY-SNOW-25PCTL,MLY-SNOW-50PCTL,MLY-SNOW-75PCTL,MLY-SNOW-AVGNDS-GE001TI,MLY-SNOW-AVGNDS-GE010TI,MLY-SNOW-AVGNDS-GE030TI,MLY-SNOW-AVGNDS-GE050TI,MLY-SNOW-AVGNDS-GE100TI,MLY-SNOW-NORMAL,MLY-SNWD-AVGNDS-GE001WI,MLY-SNWD-AVGNDS-GE003WI,MLY-SNWD-AVGNDS-GE005WI,MLY-SNWD-AVGNDS-GE010WI,MLY-TAVG-NORMAL,MLY-TAVG-STDDEV,MLY-TMAX-AVGNDS-GRTH040,MLY-TMAX-AVGNDS-GRTH050,MLY-TMAX-AVGNDS-GRTH060,MLY-TMAX-AVGNDS-GRTH070,MLY-TMAX-AVGNDS-GRTH080,MLY-TMAX-AVGNDS-GRTH090,MLY-TMAX-AVGNDS-GRTH100,MLY-TMAX-AVGNDS-LSTH032,MLY-TMAX-NORMAL,MLY-TMAX-STDDEV,MLY-TMIN-AVGNDS-LSTH000,MLY-TMIN-AVGNDS-LSTH010,MLY-TMIN-AVGNDS-LSTH020,MLY-TMIN-AVGNDS-LSTH032,MLY-TMIN-AVGNDS-LSTH040,MLY-TMIN-AVGNDS-LSTH050,MLY-TMIN-AVGNDS-LSTH060,MLY-TMIN-AVGNDS-LSTH070,MLY-TMIN-NORMAL,MLY-TMIN-PRBOCC-LSTH016,MLY-TMIN-PRBOCC-LSTH020,MLY-TMIN-PRBOCC-LSTH024,MLY-TMIN-PRBOCC-LSTH028,MLY-TMIN-PRBOCC-LSTH032,MLY-TMIN-PRBOCC-LSTH036,MLY-TMIN-STDDEV,MONTH
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10,244.0,111.0,31.0,16.0,4.0,0.0,0.0,-7777.0,13.9,1.6,395.0,244.0,111.0,31.0,16.0,4.0,-7777.0,0.0,0.0,196.0,158.0,-7777.0,3.0,26.0,101.0,148.0,229.0,380.0,2.18,3.08,5.24,13.1,7.8,2.0,0.5,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8,1.5,310.0,29.8,137.0,19.0,1.0,0.0,0.0,0.0,59.7,1.9,0.0,0.0,0.0,0.1,35.0,256.0,310.0,310.0,45.8,0.0,0.0,0.0,0.0,58.0,435.0,1.4,Oct
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11,71.0,15.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,10.9,1.4,180.0,71.0,15.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,61.0,40.0,17.0,57.0,152.0,288.0,347.0,436.0,586.0,4.07,5.68,8.43,18.4,13.2,4.1,1.2,6.57,0.0,0.0,0.0,0.3,0.2,0.1,0.1,0.0,1.2,0.8,0.6,0.3,0.0,45.4,2.8,289.0,17.4,11.0,-7777.0,0.0,0.0,0.0,0.3,50.9,3.0,0.0,0.0,3.0,2.6,139.0,291.0,300.0,300.0,40.0,6.0,29.0,90.0,287.0,694.0,977.0,2.8,Nov
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12,20.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,10.0,1.1,81.0,20.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,20.0,10.0,61.0,155.0,292.0,445.0,507.0,600.0,755.0,3.67,4.98,6.86,17.6,11.6,3.3,0.9,5.35,0.0,0.0,1.9,1.6,0.6,0.1,0.0,0.0,1.7,1.6,0.5,0.1,0.0,40.6,2.4,264.0,7.3,1.0,0.0,0.0,0.0,0.0,0.8,45.7,2.6,0.0,0.0,7.0,7.7,236.0,309.0,310.0,310.0,35.6,102.0,229.0,443.0,776.0,989.0,1000.0,2.4,Dec
USC00458278,"TACOMA NUMBER 1, WA US",1,40.0,6.0,1.0,-7777.0,0.0,0.0,0.0,0.0,11.3,1.8,124.0,40.0,6.0,1.0,-7777.0,0.0,0.0,0.0,0.0,39.0,23.0,39.0,110.0,230.0,380.0,442.0,535.0,690.0,4.06,5.77,7.79,18.8,12.8,4.1,1.1,5.93,,,,,,,,,,,,,,42.8,2.4,287.0,12.7,5.0,0.0,0.0,0.0,0.0,0.2,48.4,2.4,0.0,0.0,3.0,6.6,192.0,305.0,310.0,310.0,37.1,74.0,162.0,424.0,779.0,964.0,998.0,2.7,Jan
USC00458278,"TACOMA NUMBER 1, WA US",2,43.0,6.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,13.9,1.5,130.0,43.0,6.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,55.0,37.0,21.0,74.0,177.0,311.0,367.0,451.0,591.0,2.55,3.63,4.85,14.9,9.5,2.0,0.4,3.86,,,,,,,,,,,,,,43.9,2.4,273.0,16.6,10.0,0.0,0.0,0.0,0.0,0.1,50.9,2.3,0.0,0.0,5.0,6.1,184.0,277.0,280.0,280.0,36.9,17.0,99.0,312.0,672.0,947.0,1000.0,2.8,Feb
USC00458278,"TACOMA NUMBER 1, WA US",3,107.0,29.0,4.0,1.0,-7777.0,0.0,0.0,0.0,15.7,2.2,240.0,107.0,29.0,4.0,1.0,-7777.0,0.0,0.0,0.0,121.0,92.0,3.0,25.0,102.0,231.0,291.0,383.0,538.0,3.15,4.16,4.77,17.3,11.7,2.0,0.3,4.06,,,,,,,,,,,,,,47.7,2.1,309.0,26.6,59.0,4.0,0.0,0.0,0.0,0.0,55.5,2.5,0.0,0.0,-7777.0,2.7,155.0,302.0,310.0,310.0,39.8,4.0,19.0,39.0,215.0,719.0,974.0,2.2,Mar
USC00458278,"TACOMA NUMBER 1, WA US",4,207.0,86.0,23.0,13.0,4.0,0.0,0.0,-7777.0,17.2,1.7,354.0,207.0,86.0,23.0,13.0,4.0,-7777.0,0.0,0.0,192.0,159.0,0.0,3.0,32.0,119.0,169.0,250.0,396.0,1.8,2.74,3.71,13.9,8.5,1.3,0.3,3.0,,,,,,,,,,,,,,51.8,1.6,300.0,29.6,137.0,25.0,1.0,0.0,0.0,0.0,60.4,2.0,0.0,0.0,0.0,0.2,77.0,275.0,300.0,300.0,43.2,0.0,0.0,0.0,3.0,226.0,794.0,1.7,Apr
USC00458278,"TACOMA NUMBER 1, WA US",5,381.0,230.0,104.0,68.0,32.0,1.0,-7777.0,6.0,18.2,2.1,536.0,381.0,230.0,104.0,68.0,32.0,6.0,1.0,-7777.0,316.0,271.0,0.0,-7777.0,3.0,33.0,59.0,116.0,245.0,1.15,1.92,2.57,10.6,5.9,1.2,0.1,2.11,,,,,,,,,,,,,,57.3,2.0,310.0,31.0,258.0,84.0,12.0,-7777.0,0.0,0.0,66.4,2.5,0.0,0.0,0.0,0.0,15.0,195.0,309.0,310.0,48.2,0.0,0.0,0.0,0.0,0.0,117.0,2.0,May
USC00458278,"TACOMA NUMBER 1, WA US",6,512.0,362.0,213.0,158.0,88.0,3.0,1.0,23.0,18.9,2.6,662.0,512.0,362.0,213.0,158.0,88.0,23.0,3.0,1.0,423.0,368.0,0.0,0.0,-7777.0,2.0,7.0,26.0,111.0,0.91,1.42,2.0,8.2,4.2,0.7,0.2,1.57,,,,,,,,,,,,,,62.0,1.8,300.0,30.0,293.0,157.0,36.0,0.2,0.0,0.0,71.5,2.7,0.0,0.0,0.0,0.0,-7777.0,70.0,294.0,300.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,1.5,Jun
USC00458278,"TACOMA NUMBER 1, WA US",7,668.0,513.0,358.0,296.0,204.0,14.0,6.0,75.0,20.9,2.5,823.0,668.0,513.0,358.0,296.0,204.0,75.0,14.0,6.0,572.0,511.0,0.0,0.0,0.0,0.0,-7777.0,1.0,27.0,0.2,0.61,1.04,4.1,2.1,0.4,0.0,0.68,,,,,,,,,,,,,,66.6,2.1,310.0,31.0,310.0,274.0,91.0,0.5,0.0,0.0,77.0,2.8,0.0,0.0,0.0,0.0,0.0,13.0,272.0,310.0,56.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Jul
USC00458278,"TACOMA NUMBER 1, WA US",8,662.0,507.0,352.0,290.0,199.0,11.0,4.0,70.0,21.3,2.7,817.0,662.0,507.0,352.0,290.0,199.0,70.0,11.0,4.0,568.0,508.0,0.0,0.0,0.0,-7777.0,-7777.0,2.0,28.0,0.24,0.44,1.12,4.4,2.4,0.4,0.1,0.82,,,,,,,,,,,,,,66.4,1.2,310.0,31.0,310.0,281.0,96.0,0.2,0.0,0.0,77.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,272.0,310.0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7,Aug
USC00458278,"TACOMA NUMBER 1, WA US",9,493.0,344.0,198.0,144.0,77.0,1.0,-7777.0,15.0,19.7,2.9,643.0,493.0,344.0,198.0,144.0,77.0,15.0,1.0,-7777.0,415.0,364.0,0.0,-7777.0,-7777.0,4.0,11.0,34.0,121.0,0.39,1.12,1.91,6.6,3.6,0.6,0.0,1.29,,,,,,,,,,,,,,61.5,1.5,300.0,30.0,295.0,167.0,24.0,-7777.0,0.0,0.0,71.3,2.1,0.0,0.0,0.0,0.0,5.0,103.0,291.0,300.0,51.6,0.0,0.0,0.0,0.0,0.0,23.0,2.0,Sep
USC00458278,"TACOMA NUMBER 1, WA US",10,271.0,136.0,44.0,23.0,7.0,0.0,0.0,-7777.0,15.3,2.3,423.0,271.0,136.0,44.0,23.0,7.0,-7777.0,0.0,0.0,230.0,189.0,-7777.0,3.0,22.0,85.0,126.0,204.0,352.0,2.48,3.63,4.89,12.8,8.1,2.2,0.5,3.7,,,,,,,,,,,,,,53.7,1.6,310.0,30.4,185.0,20.0,1.0,0.0,0.0,0.0,61.3,1.6,0.0,0.0,0.0,0.5,53.0,224.0,310.0,310.0,46.0,0.0,0.0,0.0,36.0,226.0,643.0,2.3,Oct
USC00458278,"TACOMA NUMBER 1, WA US",11,94.0,26.0,3.0,1.0,-7777.0,0.0,0.0,0.0,12.2,1.6,209.0,94.0,26.0,3.0,1.0,-7777.0,0.0,0.0,0.0,83.0,58.0,15.0,49.0,131.0,258.0,316.0,405.0,555.0,3.65,6.22,8.69,19.3,13.1,4.0,1.4,6.68,,,,,,,,,,,,,,46.5,2.7,291.0,21.5,23.0,0.0,0.0,0.0,0.0,0.2,52.6,2.7,0.0,-7777.0,3.0,3.6,128.0,281.0,300.0,300.0,40.4,12.0,40.0,146.0,417.0,845.0,994.0,2.9,Nov
USC00458278,"TACOMA NUMBER 1, WA US",12,26.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,11.1,1.3,96.0,26.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,27.0,15.0,54.0,139.0,271.0,423.0,485.0,578.0,733.0,3.85,5.2,7.2,18.5,13.0,3.5,1.0,5.52,,,,,,,,,,,,,,41.4,2.4,277.0,8.9,3.0,0.0,0.0,0.0,0.0,0.6,46.9,2.4,0.0,-7777.0,6.0,8.3,222.0,308.0,310.0,310.0,35.8,105.0,212.0,471.0,837.0,990.0,1000.0,2.5,Dec
USW00094274,"TACOMA NARROWS AIRPORT, WA US",1,23.0,3.0,-7777.0,0.0,0.0,0.0,0.0,0.0,8.4,1.0,93.0,23.0,3.0,-7777.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,41.0,125.0,260.0,412.0,474.0,567.0,722.0,,,,,,,,7.08,,,,,,,,,,,,,,41.7,2.4,264.0,7.4,0.0,0.0,0.0,0.0,0.0,0.3,45.9,2.4,0.0,0.0,1.0,4.5,206.0,307.0,310.0,310.0,37.5,70.0,135.0,339.0,693.0,938.0,999.0,2.5,Jan
USW00094274,"TACOMA NARROWS AIRPORT, WA US",2,20.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,11.4,1.4,99.0,20.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,30.0,17.0,12.0,74.0,194.0,333.0,389.0,473.0,613.0,,,,,,,,4.51,,,,,,,,,,,,,,43.1,2.1,272.0,10.7,3.0,0.0,0.0,0.0,0.0,0.0,48.8,2.2,0.0,0.0,0.0,2.3,194.0,280.0,280.0,280.0,37.4,12.0,86.0,263.0,557.0,896.0,999.0,2.3,Feb
USW00094274,"TACOMA NARROWS AIRPORT, WA US",3,74.0,14.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,12.8,1.0,195.0,74.0,14.0,1.0,-7777.0,-7777.0,0.0,0.0,0.0,78.0,55.0,4.0,38.0,134.0,276.0,337.0,429.0,584.0,,,,,,,,4.14,,,,,,,,,,,,,,46.1,2.2,307.0,20.5,26.0,1.0,0.0,0.0,0.0,0.0,52.5,2.2,0.0,0.0,0.0,1.2,157.0,308.0,310.0,310.0,39.8,1.0,14.0,40.0,154.0,594.0,959.0,2.3,Mar
USW00094274,"TACOMA NARROWS AIRPORT, WA US",4,158.0,54.0,13.0,6.0,1.0,0.0,0.0,0.0,15.9,2.0,302.0,158.0,54.0,13.0,6.0,1.0,0.0,0.0,0.0,152.0,123.0,-7777.0,6.0,53.0,161.0,214.0,300.0,448.0,,,,,,,,3.18,,,,,,,,,,,,,,50.0,1.9,300.0,27.5,94.0,17.0,0.0,0.0,0.0,0.0,58.0,2.4,0.0,0.0,0.0,0.0,94.0,295.0,300.0,300.0,42.1,0.0,0.0,0.0,0.0,168.0,747.0,1.9,Apr
USW00094274,"TACOMA NARROWS AIRPORT, WA US",5,321.0,172.0,63.0,37.0,16.0,-7777.0,-7777.0,3.0,17.2,2.0,476.0,321.0,172.0,63.0,37.0,16.0,3.0,-7777.0,-7777.0,264.0,224.0,0.0,-7777.0,7.0,52.0,89.0,160.0,303.0,,,,,,,,2.44,,,,,,,,,,,,,,55.3,2.0,310.0,30.9,216.0,50.0,8.0,0.0,0.0,0.0,64.0,2.7,0.0,0.0,0.0,0.0,13.0,250.0,310.0,310.0,46.7,0.0,0.0,0.0,0.0,0.0,96.0,1.7,May
USW00094274,"TACOMA NARROWS AIRPORT, WA US",6,458.0,308.0,165.0,117.0,61.0,4.0,1.0,17.0,18.3,2.3,608.0,458.0,308.0,165.0,117.0,61.0,17.0,4.0,1.0,371.0,319.0,0.0,0.0,-7777.0,7.0,19.0,54.0,160.0,,,,,,,,1.69,,,,,,,,,,,,,,60.3,2.0,300.0,30.0,277.0,121.0,30.0,0.3,0.0,0.0,69.4,2.9,0.0,0.0,0.0,0.0,0.0,111.0,298.0,300.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,Jun
USW00094274,"TACOMA NARROWS AIRPORT, WA US",7,608.0,453.0,298.0,236.0,150.0,12.0,7.0,51.0,21.2,1.9,763.0,608.0,453.0,298.0,236.0,150.0,51.0,12.0,7.0,511.0,450.0,0.0,0.0,0.0,-7777.0,1.0,7.0,63.0,,,,,,,,0.84,,,,,,,,,,,,,,64.6,2.3,310.0,31.0,310.0,236.0,69.0,1.1,0.1,0.0,75.2,2.8,0.0,0.0,0.0,0.0,0.0,20.0,295.0,310.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,Jul
USW00094274,"TACOMA NARROWS AIRPORT, WA US",8,623.0,468.0,313.0,251.0,161.0,7.0,3.0,49.0,20.6,1.6,778.0,623.0,468.0,313.0,251.0,161.0,49.0,7.0,3.0,528.0,467.0,0.0,0.0,0.0,0.0,-7777.0,3.0,46.0,,,,,,,,1.01,,,,,,,,,,,,,,65.1,1.2,310.0,31.0,310.0,255.0,74.0,0.3,0.0,0.0,75.4,1.8,0.0,0.0,0.0,0.0,0.0,13.0,305.0,310.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9,Aug
USW00094274,"TACOMA NARROWS AIRPORT, WA US",9,459.0,309.0,164.0,114.0,56.0,1.0,-7777.0,10.0,18.2,2.2,609.0,459.0,309.0,164.0,114.0,56.0,10.0,1.0,-7777.0,374.0,322.0,0.0,0.0,-7777.0,5.0,15.0,47.0,151.0,,,,,,,,1.61,,,,,,,,,,,,,,60.3,1.9,300.0,30.0,286.0,134.0,19.0,0.0,0.0,0.0,69.4,2.3,0.0,0.0,0.0,0.0,0.0,110.0,298.0,300.0,51.2,0.0,0.0,0.0,0.0,0.0,12.0,2.1,Sep
USW00094274,"TACOMA NARROWS AIRPORT, WA US",10,236.0,101.0,23.0,10.0,2.0,0.0,0.0,-7777.0,12.5,1.4,389.0,236.0,101.0,23.0,10.0,2.0,-7777.0,0.0,0.0,182.0,144.0,-7777.0,2.0,22.0,99.0,148.0,233.0,386.0,,,,,,,,3.91,,,,,,,,,,,,,,52.5,1.2,310.0,30.1,127.0,7.0,0.0,0.0,0.0,0.0,58.8,1.6,0.0,0.0,0.0,0.0,21.0,257.0,310.0,310.0,46.3,0.0,0.0,0.0,0.0,66.0,385.0,1.2,Oct
USW00094274,"TACOMA NARROWS AIRPORT, WA US",11,61.0,12.0,1.0,-7777.0,0.0,0.0,0.0,0.0,9.3,1.4,170.0,61.0,12.0,1.0,-7777.0,0.0,0.0,0.0,0.0,48.0,29.0,13.0,54.0,155.0,294.0,353.0,442.0,592.0,,,,,,,,6.72,,,,,,,,,,,,,,45.3,2.6,294.0,14.2,8.0,0.0,0.0,0.0,0.0,0.3,49.9,2.9,0.0,0.0,2.0,2.0,132.0,286.0,300.0,300.0,40.6,3.0,19.0,87.0,276.0,672.0,989.0,2.4,Nov
USW00094274,"TACOMA NARROWS AIRPORT, WA US",12,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,1.0,71.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,52.0,150.0,292.0,446.0,508.0,601.0,756.0,,,,,,,,5.89,,,,,,,,,,,,,,40.6,2.4,268.0,4.6,0.0,0.0,0.0,0.0,0.0,0.6,45.0,2.5,0.0,0.0,4.0,5.7,240.0,309.0,310.0,310.0,36.2,91.0,181.0,401.0,735.0,968.0,1000.0,2.4,Dec
USC00459021,"WAUNA 3 W, WA US",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,7.26,11.24,18.8,13.9,5.8,2.3,8.13,0.0,0.0,0.0,-7777.0,0.0,0.0,0.0,0.0,-7777.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan
USC00459021,"WAUNA 3 W, WA US",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,5.04,6.89,15.2,10.7,3.7,1.2,5.41,0.0,0.0,0.0,0.2,0.1,0.1,-7777.0,0.0,-7777.0,0.1,0.1,-7777.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb
USC00459021,"WAUNA 3 W, WA US",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,4.85,6.5,18.3,12.0,3.8,0.7,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7777.0,-7777.0,-7777.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar
USC00459021,"WAUNA 3 W, WA US",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.93,4.65,15.3,9.7,1.7,0.5,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr
USC00459021,"WAUNA 3 W, WA US",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,2.04,3.39,11.8,6.7,1.2,0.2,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May
USC00459021,"WAUNA 3 W, WA US",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.65,2.52,9.0,4.7,0.9,0.3,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun
USC00459021,"WAUNA 3 W, WA US",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.58,1.17,5.0,2.2,0.4,-7777.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul
USC00459021,"WAUNA 3 W, WA US",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.59,1.7,5.2,2.5,0.7,0.1,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug
USC00459021,"WAUNA 3 W, WA US",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.31,2.18,7.3,4.0,0.9,0.2,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep
USC00459021,"WAUNA 3 W, WA US",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,4.54,5.82,13.0,8.7,3.3,1.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct
USC00459021,"WAUNA 3 W, WA US",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48,7.62,12.26,19.1,14.5,6.2,2.5,8.81,0.0,0.0,0.0,0.1,0.1,0.1,-7777.0,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov
USC00459021,"WAUNA 3 W, WA US",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,7.41,10.7,18.1,13.6,5.6,2.1,8.17,0.0,0.0,0.0,0.1,0.1,-7777.0,0.0,0.0,0.2,-7777.0,-7777.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec
USW00094290,"SEATTLE SAND PT WSFO, WA US",1,27.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,10.2,1.4,104.0,27.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,28.0,16.0,39.0,117.0,247.0,400.0,462.0,555.0,710.0,3.29,4.99,6.07,18.5,12.1,3.1,0.7,4.81,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,42.1,2.2,279.0,10.1,2.0,0.0,0.0,0.0,0.0,0.3,47.2,2.4,0.0,0.0,1.0,6.4,203.0,309.0,310.0,310.0,37.0,64.0,129.0,317.0,709.0,959.0,1000.0,2.3,Jan
USW00094290,"SEATTLE SAND PT WSFO, WA US",2,31.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,13.1,1.8,116.0,31.0,3.0,-7777.0,-7777.0,0.0,0.0,0.0,0.0,47.0,31.0,19.0,75.0,186.0,323.0,379.0,463.0,603.0,2.09,3.08,4.44,14.1,7.6,1.4,0.1,3.31,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.6,0.3,0.1,0.0,0.0,43.4,2.3,269.0,13.3,14.0,0.0,0.0,0.0,0.0,0.0,50.0,2.4,0.0,0.0,1.0,5.0,190.0,280.0,280.0,280.0,36.9,15.0,76.0,273.0,616.0,917.0,1000.0,2.6,Feb
USW00094290,"SEATTLE SAND PT WSFO, WA US",3,81.0,16.0,2.0,-7777.0,-7777.0,0.0,0.0,0.0,14.5,1.2,207.0,81.0,16.0,2.0,-7777.0,-7777.0,0.0,0.0,0.0,97.0,72.0,4.0,33.0,123.0,263.0,324.0,417.0,572.0,2.6,3.46,3.93,17.1,10.1,1.7,0.4,3.51,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-7777.0,0.0,0.0,0.0,0.0,46.6,2.0,308.0,23.0,45.0,3.0,0.0,0.0,0.0,0.0,53.8,2.4,0.0,0.0,0.0,1.6,173.0,310.0,310.0,310.0,39.3,0.0,20.0,41.0,152.0,670.0,986.0,1.8,Mar
USW00094290,"SEATTLE SAND PT WSFO, WA US",4,169.0,58.0,12.0,6.0,1.0,0.0,0.0,-7777.0,16.0,1.7,315.0,169.0,58.0,12.0,6.0,1.0,-7777.0,0.0,0.0,160.0,130.0,-7777.0,4.0,43.0,147.0,200.0,286.0,435.0,2.1,2.68,2.94,15.0,8.2,1.3,0.1,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,1.6,300.0,28.4,105.0,12.0,1.0,0.0,0.0,0.0,58.5,2.0,0.0,0.0,0.0,-7777.0,80.0,293.0,300.0,300.0,42.5,0.0,0.0,0.0,0.0,114.0,711.0,1.5,Apr
USW00094290,"SEATTLE SAND PT WSFO, WA US",5,343.0,193.0,78.0,49.0,21.0,-7777.0,-7777.0,3.0,16.5,1.8,497.0,343.0,193.0,78.0,49.0,21.0,3.0,-7777.0,-7777.0,277.0,234.0,0.0,-7777.0,5.0,46.0,78.0,144.0,281.0,1.34,1.95,2.91,12.5,6.5,1.0,0.1,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.2,310.0,30.9,222.0,63.0,8.0,0.0,0.0,0.0,64.3,2.8,0.0,0.0,0.0,0.0,12.0,214.0,310.0,310.0,47.8,0.0,0.0,0.0,0.0,0.0,58.0,1.9,May
USW00094290,"SEATTLE SAND PT WSFO, WA US",6,480.0,330.0,184.0,130.0,65.0,2.0,1.0,14.0,17.4,1.8,630.0,480.0,330.0,184.0,130.0,65.0,14.0,2.0,1.0,392.0,336.0,0.0,0.0,-7777.0,4.0,10.0,35.0,134.0,1.04,1.54,2.25,9.9,4.8,0.7,0.1,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1.8,300.0,30.0,284.0,131.0,21.0,-7777.0,0.0,0.0,69.7,2.5,0.0,0.0,0.0,0.0,0.0,74.0,297.0,300.0,52.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,Jun
